Rank,Release Group,Worldwide,Domestic,%,Foreign,%
56,Last Vegas,"$134,402,450","$63,914,167",47.6%,"$70,488,283",52.4%
57,Zero Dark Thirty,"$132,820,716","$95,720,716",72.1%,"$37,100,000",27.9%
58,Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002",39.1%,"$80,789,928",60.9%
59,Cloud Atlas,"$130,482,868","$27,108,272",20.8%,"$103,374,596",79.2%
60,The Woman in Black,"$128,955,898","$54,333,290",42.1%,"$74,622,608",57.9%
61,Chronicle,"$126,636,097","$64,575,175",51%,"$62,060,922",49%
62,Walking with Dinosaurs 3D,"$126,546,518","$36,076,121",28.5%,"$90,470,397",71.5%
63,The Pirates! Band of Misfits,"$123,054,041","$31,051,126",25.2%,"$92,002,915",74.8%
64,Parental Guidance,"$119,772,232","$77,267,296",64.5%,"$42,504,936",35.5%
65,Abraham Lincoln: Vampire Hunter,"$116,471,580","$37,519,139",32.2%,"$78,952,441",67.8%
66,Pitch Perfect,"$115,350,426","$65,001,093",56.4%,"$50,349,333",43.6%
67,Hope Springs,"$114,281,051","$63,536,011",55.6%,"$50,745,040",44.4%
68,ParaNorman,"$107,139,399","$56,003,051",52.3%,"$51,136,348",47.7%
69,The Campaign,"$104,907,746","$86,907,746",82.8%,"$18,000,000",17.2%
70,Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$102,739,593","$43,456,382",42.3%,"$59,283,211",57.7%
71,Project X,"$102,731,865","$54,731,865",53.3%,"$48,000,000",46.7%
72,The Devil Inside,"$101,758,490","$53,261,944",52.3%,"$48,496,546",47.7%
73,The Lucky One,"$99,357,138","$60,457,138",60.8%,"$38,900,000",39.2%
74,Contraband,"$96,262,212","$66,528,000",69.1%,"$29,734,212",30.9%
75,Think Like a Man,"$96,070,507","$91,547,205",95.3%,"$4,523,302",4.7%
76,Masquerade,"$94,268,432","$922,921",1%,"$93,345,511",99%
77,Brave Hearts: Umizaru,"$91,884,352",-,-,"$91,884,352",100%
78,This Is 40,"$88,215,156","$67,544,505",76.6%,"$20,670,651",23.4%
79,The Thieves,"$87,126,367","$685,839",0.8%,"$86,440,528",99.2%
80,The Possession,"$85,446,075","$49,130,154",57.5%,"$36,315,921",42.5%
81,What to Expect When You're Expecting,"$84,384,002","$41,152,203",48.8%,"$43,231,799",51.2%
82,Savages,"$82,966,152","$47,382,068",57.1%,"$35,584,084",42.9%
83,Sinister,"$82,515,113","$48,086,903",58.3%,"$34,428,210",41.7%
84,Act of Valor,"$82,497,035","$70,012,847",84.9%,"$12,484,188",15.1%
85,Frankenweenie,"$81,491,068","$35,291,068",43.3%,"$46,200,000",56.7%
86,The Grey,"$79,781,695","$51,580,236",64.7%,"$28,201,459",35.3%
87,Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662",63.5%,"$28,221,033",36.5%
88,Thermae Romae,"$74,285,251",-,-,"$74,285,251",100%
89,One Piece Film Z,"$74,223,861",-,-,"$74,223,861",100%
90,To Rome with Love,"$73,244,881","$16,685,867",22.8%,"$56,559,014",77.2%
91,Here Comes the Boom,"$73,100,172","$45,290,318",62%,"$27,809,854",38%
92,Bayside Shakedown the Final,"$72,867,395",-,-,"$72,867,395",100%
93,The Cabin in the Woods,"$69,935,600","$42,073,277",60.2%,"$27,862,323",39.8%
94,Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283",59.3%,"$28,200,000",40.7%
95,Anna Karenina,"$68,929,150","$12,816,367",18.6%,"$56,112,783",81.4%
96,The Watch,"$68,267,862","$35,353,000",51.8%,"$32,914,862",48.2%
97,Moonrise Kingdom,"$68,263,166","$45,512,466",66.7%,"$22,750,700",33.3%
98,The Secret of the Gods,"$67,537,798",-,-,"$67,537,798",100%
99,Madea's Witness Protection,"$66,899,242","$65,653,242",98.1%,"$1,246,000",1.9%
100,Beauty and the Beast 2012 3D Release,"$62,767,829","$47,617,067",75.9%,"$15,150,762",24.1%
101,Astérix and Obélix: God Save Britannia,"$61,319,383",-,-,"$61,319,383",100%
102,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.3%,"$60,313,399",99.7%
103,Quartet,"$59,520,298","$18,390,117",30.9%,"$41,130,181",69.1%
104,Rock of Ages,"$59,418,613","$38,518,613",64.8%,"$20,900,000",35.2%
105,That's My Boy,"$57,719,093","$36,931,089",64%,"$20,788,004",36%
106,The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.6%,"$4,157,767",7.4%
107,Lawless,"$55,404,159","$37,400,127",67.5%,"$18,004,032",32.5%
108,End of Watch,"$55,078,146","$41,003,371",74.4%,"$14,074,775",25.6%
109,Wolf Children,"$55,045,228",-,-,"$55,045,228",100%
110,The Three Stooges,"$54,819,301","$44,338,224",80.9%,"$10,481,077",19.1%
111,The Five-Year Engagement,"$54,169,363","$28,835,528",53.2%,"$25,333,835",46.8%
112,Red Dawn,"$50,950,296","$44,806,783",87.9%,"$6,143,513",12.1%
113,Red Tails,"$50,365,498","$49,876,377",99%,"$489,121",1%
114,"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006",67.8%,"$16,164,814",32.2%
115,HOUBA! On the Trail of the Marsupilami,"$50,146,474",-,-,"$50,146,474",100%
116,Tad: The Lost Explorer,"$49,490,859",-,-,"$49,490,859",100%
117,A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",-,-,"$49,261,830",100%
118,Trouble with the Curve,"$48,963,137","$35,763,137",73%,"$13,200,000",27%
119,Man on a Ledge,"$47,636,031","$18,620,000",39.1%,"$29,016,031",60.9%
120,A Werewolf Boy,"$46,282,588","$342,922",0.7%,"$45,939,666",99.3%
121,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706",-,-,"$46,180,706",100%
122,Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255",-,-,"$46,008,255",100%
123,Detective Conan: The Eleventh Striker,"$44,369,456",-,-,"$44,369,456",100%
124,House at the End of the Street,"$44,287,131","$31,611,916",71.4%,"$12,675,215",28.6%
125,The Guilt Trip,"$41,863,726","$37,134,215",88.7%,"$4,729,511",11.3%
126,Safe,"$41,564,670","$17,142,080",41.2%,"$24,422,590",58.8%
127,Dredd,"$41,037,742","$13,414,714",32.7%,"$27,623,028",67.3%
128,La vérité si je mens! 3,"$40,928,635",-,-,"$40,928,635",100%
129,Always: Sunset on Third Street '64,"$40,923,305",-,-,"$40,923,305",100%
130,Chernobyl Diaries,"$38,390,020","$18,119,640",47.2%,"$20,270,380",52.8%
131,Killing Them Softly,"$37,930,465","$15,026,056",39.6%,"$22,904,409",60.4%
132,Rurouni Kenshin Part I: Origins,"$37,654,579",-,-,"$37,654,579",100%
133,The Tower,"$36,512,327",-,-,"$36,512,327",100%
134,Conquest 1453,"$35,797,045","$35,730",<0.1%,"$35,761,315",99.9%
135,Good Deeds,"$35,579,177","$35,025,791",98.4%,"$553,386",1.6%
136,Arbitrage,"$35,485,056","$7,919,574",22.3%,"$27,565,482",77.7%
137,Welcome to the North,"$34,995,189",-,-,"$34,995,189",100%
138,Chimpanzee,"$34,823,764","$28,972,764",83.2%,"$5,851,000",16.8%
139,Alex Cross,"$34,618,867","$25,888,412",74.8%,"$8,730,455",25.2%
140,Salmon Fishing in the Yemen,"$34,564,651","$9,047,981",26.2%,"$25,516,670",73.8%
141,Haywire,"$34,513,760","$18,942,396",54.9%,"$15,571,364",45.1%
142,Adventures in Zambezia,"$34,428,345",-,-,"$34,428,345",100%
143,Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862",36.6%,"$21,640,239",63.4%
144,Three Heroes on Distant Shores,"$33,674,759",-,-,"$33,674,759",100%
145,2016: Obama's America,"$33,449,086","$33,449,086",100%,-,-
146,The Perks of Being a Wallflower,"$33,384,127","$17,742,948",53.1%,"$15,641,179",46.9%
147,Lockout,"$32,948,113","$14,326,864",43.5%,"$18,621,249",56.5%
148,Bait,"$32,813,407",-,-,"$32,813,407",100%
149,Katy Perry: Part of Me,"$32,726,956","$25,326,071",77.4%,"$7,400,885",22.6%
150,Nameless Gangster: Rules of the Time,"$32,472,645",-,-,"$32,472,645",100%
151,Movie 43,"$32,438,988","$8,840,453",27.3%,"$23,598,535",72.7%
152,Seven Psychopaths,"$32,226,382","$15,024,049",46.6%,"$17,202,333",53.4%
153,The Floating Castle,"$31,967,471",-,-,"$31,967,471",100%
154,The Neighbors,"$31,949,315",-,-,"$31,949,315",100%
155,The Dream Team,"$31,822,402",-,-,"$31,822,402",100%
156,What's in a Name?,"$31,303,580","$8,111",<0.1%,"$31,295,469",100%
157,Joyful Noise,"$31,158,113","$30,932,113",99.3%,"$226,000",0.7%
158,Premium Rush,"$31,083,599","$20,275,446",65.2%,"$10,808,153",34.8%
159,Playing for Keeps,"$30,962,335","$13,103,272",42.3%,"$17,859,063",57.7%
160,The Four,"$30,505,808",-,-,"$30,505,808",100%
161,The Grand Heist,"$30,158,762",-,-,"$30,158,762",100%
162,The Raven,"$29,699,345","$16,008,272",53.9%,"$13,691,073",46.1%
163,Amour,"$29,652,180","$6,739,492",22.7%,"$22,912,688",77.3%
164,All About My Wife,"$29,382,038",-,-,"$29,382,038",100%
165,Rowdy Rathore,"$29,342,463","$777,373",2.6%,"$28,565,090",97.4%
166,SPEC: Heaven,"$29,023,960",-,-,"$29,023,960",100%
167,We Were There: True Love,"$28,876,929",-,-,"$28,876,929",100%
168,Bol Bachchan,"$28,775,262","$1,216,258",4.2%,"$27,559,004",95.8%
169,Deranged,"$28,444,173",-,-,"$28,444,173",100%
170,The Master,"$28,258,060","$16,377,274",58%,"$11,880,786",42%
171,Hitchcock,"$27,039,669","$6,008,677",22.2%,"$21,030,992",77.8%
172,Dearest,"$26,723,916",-,-,"$26,723,916",100%
173,Architecture 101,"$26,642,354",-,-,"$26,642,354",100%
174,Dancing Queen,"$26,411,266",-,-,"$26,411,266",100%
175,Lesson of the Evil,"$26,167,224",-,-,"$26,167,224",100%
176,Agneepath,"$26,001,696","$1,986,748",7.6%,"$24,014,948",92.4%
177,Rust and Bone,"$25,807,712","$2,062,027",8%,"$23,745,685",92%
178,Head Over Heels 2,"$25,402,893",-,-,"$25,402,893",100%
179,On the Other Side of the Tracks,"$25,109,572","$9,572",<0.1%,"$25,100,000",100%
180,Helter Skelter,"$25,066,699",-,-,"$25,066,699",100%
181,The Last Tycoon,"$25,009,914",-,-,"$25,009,914",100%
182,Housefull 2,"$24,922,847","$1,791,780",7.2%,"$23,131,067",92.8%
183,Big Miracle,"$24,719,215","$20,157,300",81.5%,"$4,561,915",18.5%
184,Sparkle,"$24,637,800","$24,397,469",99%,"$240,331",1%
185,The Players,"$24,629,152","$10,854",<0.1%,"$24,618,298",100%
186,Liar Game: Reborn,"$24,549,726",-,-,"$24,549,726",100%
187,I Want You,"$23,961,214",-,-,"$23,961,214",100%
188,Türkisch für Anfänger,"$23,952,712",-,-,"$23,952,712",100%
189,Wanderlust,"$23,812,816","$17,450,535",73.3%,"$6,362,281",26.7%
190,"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",-,-,"$23,785,681",100%
191,To the Arctic 3D,"$23,695,388","$14,560,838",61.5%,"$9,134,550",38.5%
192,Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",-,-,"$22,975,341",100%
193,Kon-Tiki,"$22,842,887","$1,517,410",6.6%,"$21,325,477",93.4%
194,Fall in Love Like a Star,"$22,640,355",-,-,"$22,640,355",100%
195,Upside Down,"$22,187,813","$105,095",0.5%,"$22,082,718",99.5%
196,Unbowed,"$22,132,903",-,-,"$22,132,903",100%
197,Confession of Murder,"$21,701,525",-,-,"$21,701,525",100%
198,StreetDance 2 2012 Re-release,"$21,638,853",-,-,"$21,638,853",100%
199,2012 2012 Re-release,"$21,538,353",-,-,"$21,538,353",100%
200,Beasts of the Southern Wild,"$21,107,746","$12,795,746",60.6%,"$8,312,000",39.4%
201,We Were There: True Love 2012 Re-release,"$20,762,157",-,-,"$20,762,157",100%
202,The Man with the Iron Fists,"$20,546,518","$15,634,090",76.1%,"$4,912,428",23.9%
203,The Sapphires,"$20,423,628","$2,450,867",12%,"$17,972,761",88%
204,Sadako 3D,"$20,260,672",-,-,"$20,260,672",100%
205,The Company You Keep,"$20,014,680","$5,133,027",25.6%,"$14,881,653",74.4%
206,The Wings of the Kirin,"$19,835,053",-,-,"$19,835,053",100%
207,Gone,"$19,767,535","$11,682,205",59.1%,"$8,085,330",40.9%
208,Until the Break of Dawn,"$19,585,809",-,-,"$19,585,809",100%
209,Love for Beginners,"$19,499,312",-,-,"$19,499,312",100%
210,Space Brothers,"$19,248,130",-,-,"$19,248,130",100%
211,Super Hero Taisen: Kamen Rider vs. Super Sentai,"$18,973,831",-,-,"$18,973,831",100%
212,Raaz 3: The Third Dimension,"$17,899,667",-,-,"$17,899,667",100%
213,Road to Ninja - Naruto the Movie,"$17,635,872",-,-,"$17,635,872",100%
214,Stolen,"$17,415,418","$304,318",1.7%,"$17,111,100",98.3%
215,Beyond Outrage,"$17,027,515","$3,878",<0.1%,"$17,023,637",100%
216,26 Years,"$17,003,684",-,-,"$17,003,684",100%
217,Till Luck Do Us Part,"$16,963,608",-,-,"$16,963,608",100%
218,The Cold Light of Day,"$16,863,583","$3,763,583",22.3%,"$13,100,000",77.7%
219,Happiness Never Comes Alone,"$16,840,841",-,-,"$16,840,841",100%
220,Hit and Run,"$16,816,647","$13,749,300",81.8%,"$3,067,347",18.2%
221,Love 911,"$16,786,016",-,-,"$16,786,016",100%
222,My Way,"$16,756,021",-,-,"$16,756,021",100%
223,Love Is All You Need,"$16,722,143","$1,631,709",9.8%,"$15,090,434",90.2%
224,Silent House,"$16,527,747","$12,754,783",77.2%,"$3,772,964",22.8%
225,The Concubine,"$16,465,764",-,-,"$16,465,764",100%
226,Evim Sensin,"$16,212,101",-,-,"$16,212,101",100%
227,In the House,"$16,190,771","$389,757",2.4%,"$15,801,014",97.6%
228,Helpless,"$16,175,929",-,-,"$16,175,929",100%
229,A Perfect Plan,"$16,049,338",-,-,"$16,049,338",100%
230,The Words,"$15,950,164","$11,494,838",72.1%,"$4,455,326",27.9%
231,Stars 80,"$15,896,916",-,-,"$15,896,916",100%
232,The Hunt,"$15,843,274","$613,308",3.9%,"$15,229,966",96.1%
233,Super Hero Taisen: Kamen Rider vs. Super Sentai 2012 Re-release,"$15,822,485",-,-,"$15,822,485",100%
234,A Chorus of Angels,"$15,591,719",-,-,"$15,591,719",100%
235,A Few Best Men,"$15,521,362",-,-,"$15,521,362",100%
236,Immaturi - Il viaggio,"$15,512,578",-,-,"$15,512,578",100%
237,Impossible,"$15,101,854",-,-,"$15,101,854",100%
238,Friend,"$15,007,076",-,-,"$15,007,076",100%
239,A Royal Affair,"$14,758,997","$1,546,761",10.5%,"$13,212,236",89.5%
240,Robo-G,"$14,598,382",-,-,"$14,598,382",100%
241,Nativity 2: Danger in the Manger!,"$14,433,981",-,-,"$14,433,981",100%
242,Soulless,"$14,370,662",-,-,"$14,370,662",100%
243,Red Lights,"$14,107,313","$52,624",0.4%,"$14,054,689",99.6%
244,The Eight Rangers,"$14,013,405",-,-,"$14,013,405",100%
245,Chronicle of My Mother,"$13,575,636",-,-,"$13,575,636",100%
246,The Snow Queen,"$13,410,623",-,-,"$13,410,623",100%
247,Lightning Strike,"$13,378,892",-,-,"$13,378,892",100%
248,Dzhungli,"$13,324,130",-,-,"$13,324,130",100%
249,Eiga Kureyon Shinchan: Arashi o yobu! Ora to uchuu to purinsesu,"$13,305,162",-,-,"$13,305,162",100%
250,Kamen Rider Movie War Ultimatum: Kamen Rider vs. Kamen Rider Wizard & Fourze,"$13,105,773",-,-,"$13,105,773",100%
251,The Angels' Share,"$13,090,471","$346,669",2.6%,"$12,743,802",97.4%
252,Friends with Kids,"$13,019,073","$7,251,073",55.7%,"$5,768,000",44.3%
253,Party Crashers,"$12,867,493",-,-,"$12,867,493",100%
254,Populaire,"$12,698,385","$179,091",1.4%,"$12,519,294",98.6%
255,"S Novym godom, mamy!","$12,690,623",-,-,"$12,690,623",100%
256,"Humanoid Monster, Bem the Movie","$12,628,578",-,-,"$12,628,578",100%
257,People Like Us,"$12,558,931","$12,434,778",99%,"$124,153",1%
258,Whatcha Wearin'?,"$12,534,479",-,-,"$12,534,479",100%
259,Did You... Score?,"$12,351,892",-,-,"$12,351,892",100%
260,The Guillotines,"$12,217,440","$5,290",<0.1%,"$12,212,150",100%
261,Zarafa,"$12,168,769",-,-,"$12,168,769",100%
262,Bachelorette,"$12,128,575","$447,954",3.7%,"$11,680,621",96.3%
263,Stoker,"$12,077,441","$1,714,221",14.2%,"$10,363,220",85.8%
264,Stefan v/s Kramer,"$11,959,834",-,-,"$11,959,834",100%
265,Precure All Stars New Stage Movie: Friends of the Future,"$11,848,319",-,-,"$11,848,319",100%
266,Berlin Kaplani,"$11,842,023",-,-,"$11,842,023",100%
267,Jannat 2,"$11,798,448",-,-,"$11,798,448",100%
268,As One,"$11,794,204",-,-,"$11,794,204",100%
269,Seeking a Friend for the End of the World,"$11,681,781","$7,078,738",60.6%,"$4,603,043",39.4%
270,I 2 soliti idioti,"$11,676,024",-,-,"$11,676,024",100%
271,Big Is Beautiful,"$11,646,824",-,-,"$11,646,824",100%
272,Haute Cuisine,"$11,509,942","$217,883",1.9%,"$11,292,059",98.1%
273,Tutto tutto niente niente,"$11,420,371",-,-,"$11,420,371",100%
274,Fun Size,"$11,417,362","$9,409,538",82.4%,"$2,007,824",17.6%
275,A Flat for Three,"$11,398,541",-,-,"$11,398,541",100%
276,Love Fiction,"$11,352,431",-,-,"$11,352,431",100%
277,The Apparition,"$11,350,665","$4,936,819",43.5%,"$6,413,846",56.5%
278,Promised Land,"$11,039,031","$7,597,898",68.8%,"$3,441,133",31.2%
279,Traffickers,"$11,004,374",-,-,"$11,004,374",100%
280,[REC] 3: Genesis,"$10,998,667","$9,600",<0.1%,"$10,989,067",99.9%
281,Hyde Park on Hudson,"$10,980,481","$6,376,145",58.1%,"$4,604,336",41.9%
282,The Sessions,"$10,656,155","$6,002,451",56.3%,"$4,653,704",43.7%
283,LOL,"$10,578,643",-,-,"$10,578,643",100%
284,Gentlemen of Fortune,"$10,560,943",-,-,"$10,560,943",100%
285,Eiga Sumairu Purikyua!: Ehon no naka wa minna chiguhagu!,"$10,379,456",-,-,"$10,379,456",100%
286,Howling,"$10,368,295",-,-,"$10,368,295",100%
287,Rzhevskiy protiv Napoleona,"$10,365,684",-,-,"$10,365,684",100%
288,Tot eshchyo Karloson!,"$10,353,078",-,-,"$10,353,078",100%
289,English Vinglish,"$10,299,150","$1,862,086",18.1%,"$8,437,064",81.9%
290,The Worst Christmas of My Life,"$10,275,097",-,-,"$10,275,097",100%
291,Gambit,"$10,200,000",-,-,"$10,200,000",100%
292,Perfect Number,"$10,187,540",-,-,"$10,187,540",100%
293,For Greater Glory: The True Story of Cristiada,"$10,173,682","$5,672,846",55.8%,"$4,500,836",44.2%
294,Iron Sky,"$10,109,659","$122,082",1.2%,"$9,987,577",98.8%
295,Bernie,"$10,090,641","$9,206,470",91.2%,"$884,171",8.8%
296,Gladiators of Rome,"$10,079,201","$8,201",<0.1%,"$10,071,000",99.9%
297,August. Eighth,"$10,060,072",-,-,"$10,060,072",100%
298,The Collection,"$9,929,706","$6,842,058",68.9%,"$3,087,648",31.1%
299,Girls for Keeps,"$9,754,995",-,-,"$9,754,995",100%
300,In Darkness,"$9,661,759","$1,041,455",10.8%,"$8,620,304",89.2%
301,On the Road,"$9,617,377","$744,296",7.7%,"$8,873,081",92.3%
302,8 pervykh svidaniy,"$9,541,107",-,-,"$9,541,107",100%
303,Agent Vinod,"$9,520,886","$698,210",7.3%,"$8,822,676",92.7%
304,Tenchi: The Samurai Astronomer,"$9,405,840",-,-,"$9,405,840",100%
305,This Life,"$9,388,513",-,-,"$9,388,513",100%
306,Bel Ami,"$9,374,932","$120,462",1.3%,"$9,254,470",98.7%
307,Family Way,"$9,308,883",-,-,"$9,308,883",100%
308,The Chef,"$9,245,235","$342,667",3.7%,"$8,902,568",96.3%
309,The Raid: Redemption,"$9,148,519","$4,105,187",44.9%,"$5,043,332",55.1%
310,Ruby Sparks,"$9,128,263","$2,540,106",27.8%,"$6,588,157",72.2%
311,Searching for Sugar Man,"$9,122,406","$3,696,196",40.5%,"$5,426,210",59.5%
312,Twice Born,"$9,075,131","$18,295",0.2%,"$9,056,836",99.8%
313,Monsieur Lazhar,"$9,074,711","$2,009,517",22.1%,"$7,065,194",77.9%
314,Love Is in the Air,"$9,065,716",-,-,"$9,065,716",100%
315,Ducoboo 2: Crazy Vacation,"$9,013,064",-,-,"$9,013,064",100%
316,All Together,"$8,835,903","$43,180",0.5%,"$8,792,723",99.5%
317,Speckles: The Tarbosaurus,"$8,828,562",-,-,"$8,828,562",100%
318,Get the Gringo,"$8,826,837",-,-,"$8,826,837",100%
319,The Reef 2: High Tide,"$8,820,622",-,-,"$8,820,622",100%
320,The Body,"$8,779,609",-,-,"$8,779,609",100%
321,The Last Message,"$8,736,200",-,-,"$8,736,200",100%
322,Eunkyo,"$8,719,790",-,-,"$8,719,790",100%
323,The Final Master,"$8,551,269",-,-,"$8,551,269",100%
324,Cold War,"$8,542,830",-,-,"$8,542,830",100%
325,Schutzengel,"$8,530,346",-,-,"$8,530,346",100%
326,Piranha 3DD,"$8,493,728","$376,512",4.4%,"$8,117,216",95.6%
327,Casa de mi Padre,"$8,446,952","$5,909,483",70%,"$2,537,469",30%
328,The Spies,"$8,304,356",-,-,"$8,304,356",100%
329,You Are God,"$8,267,630",-,-,"$8,267,630",100%
330,Sen Kimsin?,"$8,261,075",-,-,"$8,261,075",100%
331,Hamilton: In the Interest of the Nation,"$8,249,053",-,-,"$8,249,053",100%
332,The Scent,"$8,211,138",-,-,"$8,211,138",100%
333,Runway Cop,"$8,209,016",-,-,"$8,209,016",100%
334,Ernest & Celestine,"$8,111,137","$262,075",3.2%,"$7,849,062",96.8%
335,The Outback,"$8,106,158",-,-,"$8,106,158",100%
336,Heroine,"$8,036,853","$598,668",7.4%,"$7,438,185",92.6%
337,Chasing Mavericks,"$7,942,116","$6,002,756",75.6%,"$1,939,360",24.4%
338,Measuring the World,"$7,925,562",-,-,"$7,925,562",100%
339,Brigada: Naslednik,"$7,917,683",-,-,"$7,917,683",100%
340,Porn in the Hood,"$7,893,757",-,-,"$7,893,757",100%
341,Vampire Sisters,"$7,883,772",-,-,"$7,883,772",100%
342,Famous Five,"$7,823,413",-,-,"$7,823,413",100%
343,Soar Into the Sun,"$7,772,028",-,-,"$7,772,028",100%
344,Hayabusa: The Long Voyage Home,"$7,713,159",-,-,"$7,713,159",100%
345,The Sweeney,"$7,708,312","$26,650",0.3%,"$7,681,662",99.7%
346,No,"$7,699,095","$2,343,664",30.4%,"$5,355,431",69.6%
347,I Am: Sm Town Live World Tour In Madison Square Garden,"$7,665,780",-,-,"$7,665,780",100%
348,Return of the Mafia,"$7,646,534",-,-,"$7,646,534",100%
