Rank,Release Group,Worldwide,Domestic,%,Foreign,%
106,Runner Runner,"$62,675,095","$19,316,646",30.8%,"$43,358,449",69.2%
107,The Face Reader,"$61,559,184","$515,876",0.8%,"$61,043,308",99.2%
108,The Legend of Hercules,"$61,279,452","$18,848,538",30.8%,"$42,430,914",69.2%
109,Kick-Ass 2,"$60,795,985","$28,795,985",47.4%,"$32,000,000",52.6%
110,A Haunted House,"$60,159,584","$40,041,683",66.6%,"$20,117,901",33.4%
111,Beautiful Creatures,"$60,052,138","$19,452,138",32.4%,"$40,600,000",67.6%
112,Snitch,"$57,824,674","$42,930,462",74.2%,"$14,894,212",25.8%
113,The Physician,"$57,284,237",-,-,"$57,284,237",100%
114,Firestorm,"$55,754,766",-,-,"$55,754,766",100%
115,Dallas Buyers Club,"$55,736,588","$27,298,285",49%,"$28,438,303",51%
116,A Madea Christmas,"$53,396,635","$52,543,354",98.4%,"$853,281",1.6%
117,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354",97.8%,"$1,167,790",2.2%
118,Delivery Man,"$53,120,346","$30,664,106",57.7%,"$22,456,240",42.3%
119,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193",1.8%,"$50,223,379",98.2%
120,Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002",5.1%,"$47,908,369",94.9%
121,The Berlin File,"$48,972,848","$665,210",1.4%,"$48,307,638",98.6%
122,Her,"$48,517,427","$25,568,251",52.7%,"$22,949,176",47.3%
123,Homefront,"$48,449,416","$20,158,898",41.6%,"$28,290,518",58.4%
124,The Last Stand,"$48,330,757","$12,050,299",24.9%,"$36,280,458",75.1%
125,21 & Over,"$48,065,672","$25,682,380",53.4%,"$22,383,292",46.6%
126,Texas Chainsaw,"$47,340,586","$34,341,945",72.5%,"$12,998,641",27.5%
127,Tiny Times 2.0,"$47,289,937","$43,788",<0.1%,"$47,246,149",99.9%
128,Switch,"$47,164,301",-,-,"$47,164,301",100%
129,The Place Beyond the Pines,"$47,052,899","$21,403,519",45.5%,"$25,649,380",54.5%
130,Parker,"$46,922,566","$17,616,641",37.5%,"$29,305,925",62.5%
131,The Big Wedding,"$46,522,137","$21,819,348",46.9%,"$24,702,789",53.1%
132,Badges of Fury,"$46,495,296",-,-,"$46,495,296",100%
133,The World's End,"$46,089,287","$26,004,851",56.4%,"$20,084,436",43.6%
134,Grudge Match,"$44,907,260","$29,807,260",66.4%,"$15,100,000",33.6%
135,The White Storm,"$44,670,277",-,-,"$44,670,277",100%
136,Tarzan,"$44,095,996",-,-,"$44,095,996",100%
137,Secretly Greatly,"$43,447,199",-,-,"$43,447,199",100%
138,"The Chef, The Actor, The Scoundrel","$42,970,000",-,-,"$42,970,000",100%
139,Doraemon: Nobita's Secret Gadget Museum,"$42,770,271",-,-,"$42,770,271",100%
140,Jobs,"$42,128,352","$16,131,410",38.3%,"$25,996,942",61.7%
141,No Man's Land,"$41,807,712",-,-,"$41,807,712",100%
142,Lupin III vs. Detective Conan: The Movie,"$41,397,727",-,-,"$41,397,727",100%
143,Yolki 3,"$40,267,368",-,-,"$40,267,368",100%
144,Don Jon,"$39,439,355","$24,477,704",62.1%,"$14,961,651",37.9%
145,Antoine and Sebastian,"$38,719,881",-,-,"$38,719,881",100%
146,Cold Eyes,"$37,795,598",-,-,"$37,795,598",100%
147,"Like Father, Like Son","$37,170,163","$334,616",0.9%,"$36,835,547",99.1%
148,Detective Conan: Private Eye in the Distant Sea,"$36,324,232",-,-,"$36,324,232",100%
149,Dügün Dernek,"$36,185,741",-,-,"$36,185,741",100%
150,The Terror Live,"$35,659,824",-,-,"$35,659,824",100%
151,Hide and Seek,"$35,461,505",-,-,"$35,461,505",100%
152,Blind Detective,"$34,958,596",-,-,"$34,958,596",100%
153,Broken City,"$34,737,199","$19,701,164",56.7%,"$15,036,035",43.3%
154,Inside Llewyn Davis,"$32,935,319","$13,235,319",40.2%,"$19,700,000",59.8%
155,Les profs,"$32,849,727",-,-,"$32,849,727",100%
156,Mud,"$32,613,173","$21,590,086",66.2%,"$11,023,087",33.8%
157,Midsummer's Equation,"$32,514,549",-,-,"$32,514,549",100%
158,Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051",99.8%,"$74,000",0.2%
159,Pokémon,"$32,293,377",-,-,"$32,293,377",100%
160,The After-Dinner Mysteries,"$32,160,741",-,-,"$32,160,741",100%
161,Underdogs,"$31,775,719",-,-,"$31,775,719",100%
162,Spring Breakers,"$31,724,284","$14,124,284",44.5%,"$17,600,000",55.5%
163,New World,"$31,670,607","$457,806",1.4%,"$31,212,801",98.6%
164,101 Proposals,"$31,283,838",-,-,"$31,283,838",100%
165,A Wedding Invitation,"$30,665,036","$14,350",<0.1%,"$30,650,686",100%
166,Silent Witness,"$29,315,945",-,-,"$29,315,945",100%
167,Special ID,"$29,139,936","$12,666",<0.1%,"$29,127,270",100%
168,Kokowääh 2,"$28,811,936",-,-,"$28,811,936",100%
169,The Suspect,"$28,674,130","$218,693",0.8%,"$28,455,437",99.2%
170,The Four 2,"$28,599,970",-,-,"$28,599,970",100%
171,The Kiyosu Conference,"$28,338,665",-,-,"$28,338,665",100%
172,I Give It a Year,"$28,328,531","$34,657",0.1%,"$28,293,874",99.9%
173,Mandela: Long Walk to Freedom,"$27,985,788","$8,323,085",29.7%,"$19,662,703",70.3%
174,Dark Skies,"$27,858,103","$17,418,667",62.5%,"$10,439,436",37.5%
175,Nebraska,"$27,682,872","$17,654,912",63.8%,"$10,027,960",36.2%
176,The Incredible Burt Wonderstone,"$27,437,881","$22,537,881",82.1%,"$4,900,000",17.9%
177,Gorko!,"$27,369,902",-,-,"$27,369,902",100%
178,Khumba,"$27,187,375","$1,029",<0.1%,"$27,186,346",100%
179,You're Next,"$26,895,481","$18,494,006",68.8%,"$8,401,475",31.2%
180,Mr. Go,"$26,835,201",-,-,"$26,835,201",100%
181,The Break Up Man,"$26,477,012",-,-,"$26,477,012",100%
182,The Way Way Back,"$26,474,920","$21,506,546",81.2%,"$4,968,374",18.8%
183,We Are the Nobles,"$26,433,651",-,-,"$26,433,651",100%
184,The Stolen Years,"$26,249,553",-,-,"$26,249,553",100%
185,One Night Surprise,"$26,220,159",-,-,"$26,220,159",100%
186,Platinum Data,"$26,052,718",-,-,"$26,052,718",100%
187,Gekijouban SPEC: Kurôzu - Zen no hen,"$25,860,404",-,-,"$25,860,404",100%
188,Unbeatable,"$25,816,154",-,-,"$25,816,154",100%
189,Man on the Edge,"$25,774,679",-,-,"$25,774,679",100%
190,Enough Said,"$25,288,872","$17,550,872",69.4%,"$7,738,000",30.6%
191,The Last Exorcism Part II,"$25,051,865","$15,179,302",60.6%,"$9,872,563",39.4%
192,"Me, Myself and Mum","$24,991,467",-,-,"$24,991,467",100%
193,Drug War,"$24,676,341","$128,195",0.5%,"$24,548,146",99.5%
194,The Tale of The Princess Kaguya,"$24,434,485","$703,232",2.9%,"$23,731,253",97.1%
195,The Great Beauty,"$24,271,739","$2,852,400",11.8%,"$21,419,339",88.2%
196,Trance,"$24,261,569","$2,328,743",9.6%,"$21,932,826",90.4%
197,The Railway Man,"$24,174,885","$4,438,438",18.4%,"$19,736,447",81.6%
198,Out of Inferno,"$24,109,886",-,-,"$24,109,886",100%
199,Bring Happiness Home,"$23,980,000",-,-,"$23,980,000",100%
200,Baggage Claim,"$22,871,096","$21,569,509",94.3%,"$1,301,587",5.7%
201,Minuscule: Valley of the Lost Ants,"$22,850,838",-,-,"$22,850,838",100%
202,Hyupsang Jonggyulja,"$22,481,135",-,-,"$22,481,135",100%
203,Fei chang xing yun,"$22,259,179","$64,432",0.3%,"$22,194,747",99.7%
204,Bullet to the Head,"$21,947,209","$9,489,829",43.2%,"$12,457,380",56.8%
205,Strawberry Night,"$21,940,182",-,-,"$21,940,182",100%
206,My Mom Is a Character,"$21,909,567",-,-,"$21,909,567",100%
207,Diana,"$21,766,271","$335,359",1.5%,"$21,430,912",98.5%
208,I'm So Excited!,"$21,245,677","$1,368,119",6.4%,"$19,877,558",93.6%
209,The Apology King,"$21,188,003",-,-,"$21,188,003",100%
210,Before Midnight,"$20,994,648","$8,114,627",38.7%,"$12,880,021",61.3%
211,CM101MMXI Fundamentals,"$20,922,871",-,-,"$20,922,871",100%
212,Pee Mak,"$20,896,252",-,-,"$20,896,252",100%
213,Prince Ivan and the Grey Wolf 2,"$20,791,052",-,-,"$20,791,052",100%
214,The Best Offer,"$20,596,350","$100,035",0.5%,"$20,496,315",99.5%
215,Race 2,"$20,531,909","$1,579,940",7.7%,"$18,951,969",92.3%
216,Friend 2,"$20,502,243",-,-,"$20,502,243",100%
217,The Bling Ring,"$20,045,576","$5,845,732",29.2%,"$14,199,844",70.8%
218,The Rooftop,"$19,833,152","$85,755",0.4%,"$19,747,397",99.6%
219,Justin and the Knights of Valour,"$19,799,759",-,-,"$19,799,759",100%
220,Flu,"$19,775,853",-,-,"$19,775,853",100%
221,Xi Yang Yang Yu Hui Tai Lang Zhi Xi Qi Yang Yang Guo She Nian,"$19,713,518",-,-,"$19,713,518",100%
222,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,"$19,544,634","$375,627",1.9%,"$19,169,007",98.1%
223,Blue Is the Warmest Colour,"$19,465,835","$2,199,787",11.3%,"$17,266,048",88.7%
224,Gekijouban SPEC: Kurôzu - Kou no hen,"$19,243,799",-,-,"$19,243,799",100%
225,Eyjafjallajökull,"$19,226,272",-,-,"$19,226,272",100%
226,Till Luck Do Us Part 2,"$19,164,182",-,-,"$19,164,182",100%
227,Les Misérables,"$19,124,152","$330,181",1.7%,"$18,793,971",98.3%
228,Admission,"$18,637,201","$18,007,317",96.6%,"$629,884",3.4%
229,Il principe abusivo,"$18,614,277",-,-,"$18,614,277",100%
230,Dead Man Down,"$18,074,539","$10,895,295",60.3%,"$7,179,244",39.7%
231,Harlock: Space Pirate,"$18,010,317",-,-,"$18,010,317",100%
232,Ataru,"$17,991,975",-,-,"$17,991,975",100%
233,9-Month Stretch,"$17,891,858",-,-,"$17,891,858",100%
234,Shield of Straw,"$17,876,628",-,-,"$17,876,628",100%
235,The Gilded Cage,"$17,871,370",-,-,"$17,871,370",100%
236,The Girl in the Sun,"$17,860,232",-,-,"$17,860,232",100%
237,Machete Kills,"$17,496,820","$8,008,161",45.8%,"$9,488,659",54.2%
238,Billy and Buddy,"$17,400,053",$894,<0.1%,"$17,399,159",100%
239,Fruitvale Station,"$17,385,830","$16,101,339",92.6%,"$1,284,491",7.4%
240,Tokyo Family,"$17,370,130",-,-,"$17,370,130",100%
241,My Wish,"$17,226,157",-,-,"$17,226,157",100%
242,Celal and Ceren,"$16,999,831",-,-,"$16,999,831",100%
243,Chinese Puzzle,"$16,968,297","$338,523",2%,"$16,629,774",98%
244,Library Wars,"$16,754,139",-,-,"$16,754,139",100%
245,Battle of the Year,"$16,549,477","$8,888,355",53.7%,"$7,661,122",46.3%
246,Hwayi: A Monster Boy,"$16,437,802",-,-,"$16,437,802",100%
247,The Liar and His Lover,"$15,957,611",-,-,"$15,957,611",100%
248,Gintama the Movie: The Final Chapter - Be Forever Yorozuya,"$15,954,700",-,-,"$15,954,700",100%
249,"Papita, maní, tostón","$15,665,693",-,-,"$15,665,693",100%
250,Out of the Furnace,"$15,660,668","$11,330,849",72.4%,"$4,329,819",27.6%
251,Paranoia,"$15,500,644","$7,388,654",47.7%,"$8,111,990",52.3%
252,Meu Passado Me Condena: O Filme,"$15,340,418",-,-,"$15,340,418",100%
253,Jappeloup,"$15,288,523",-,-,"$15,288,523",100%
254,Metro,"$15,099,267",-,-,"$15,099,267",100%
255,Journey to the South Pacific,"$14,994,876","$7,653,913",51%,"$7,340,963",49%
256,Colpi di fortuna,"$14,882,541",-,-,"$14,882,541",100%
257,Emperor,"$14,858,240","$3,346,265",22.5%,"$11,511,975",77.5%
258,A Boy Called H,"$14,673,839",-,-,"$14,673,839",100%
259,Paulette,"$14,627,193",-,-,"$14,627,193",100%
260,Vai que dá Certo,"$14,464,092",-,-,"$14,464,092",100%
261,Les gamins,"$14,057,569",-,-,"$14,057,569",100%
262,Hotel Deluxe,"$13,866,613",-,-,"$13,866,613",100%
263,Kureyon Shin-chan 2013 Re-release,"$13,840,916",-,-,"$13,840,916",100%
264,Pulling Strings,"$13,725,819","$5,842,961",42.6%,"$7,882,858",57.4%
265,Love Will Tear Us Apart,"$13,690,000",-,-,"$13,690,000",100%
266,Department Q: The Keeper of Lost Causes,"$13,656,380",-,-,"$13,656,380",100%
267,All Is Lost,"$13,627,519","$6,263,670",46%,"$7,363,849",54%
268,Bunshinsaba 2,"$13,587,820",-,-,"$13,587,820",100%
269,Nymphomaniac: Vol. I,"$13,545,832","$785,896",5.8%,"$12,759,936",94.2%
270,Behind The Candelabra,"$13,352,609",-,-,"$13,352,609",100%
271,Montage,"$13,316,432",-,-,"$13,316,432",100%
272,Blood and Ties,"$13,306,865",-,-,"$13,306,865",100%
273,Saving General Yang,"$12,756,500",-,-,"$12,756,500",100%
274,The Brain Man,"$12,752,752",-,-,"$12,752,752",100%
275,Hunter X Hunter: Phantom Rouge,"$12,705,094",-,-,"$12,705,094",100%
276,The Past,"$12,673,462","$1,331,747",10.5%,"$11,341,715",89.5%
277,Redemption,"$12,671,109","$36,895",0.3%,"$12,634,214",99.7%
278,Aibou shirîzu: X Day,"$12,615,121",-,-,"$12,615,121",100%
279,It Boy,"$12,604,999",-,-,"$12,604,999",100%
280,Princess and Seven Kung Fu Masters,"$12,416,890",-,-,"$12,416,890",100%
281,Solan og Ludvig - Jul i Flåklypa,"$12,313,639",-,-,"$12,313,639",100%
282,Very Ordinary Couple,"$12,273,555",-,-,"$12,273,555",100%
283,Sai'er Hao Da Dinying 3: Zhanshen Lianmeng,"$12,230,000",-,-,"$12,230,000",100%
284,Way Back Home 2013 Re-release,"$12,184,128",-,-,"$12,184,128",100%
285,Frau Ella,"$12,080,943",-,-,"$12,080,943",100%
286,Night Train to Lisbon,"$12,020,387",-,-,"$12,020,387",100%
287,Kamen Rider Wizard in Magic Land,"$12,003,461",-,-,"$12,003,461",100%
288,¡Asu Mare!,"$11,852,786",-,-,"$11,852,786",100%
289,Un fantastico via vai,"$11,846,676",-,-,"$11,846,676",100%
290,Getaway,"$11,806,432","$10,501,938",89%,"$1,304,494",11%
291,I Love Wolffy 2,"$11,730,000",-,-,"$11,730,000",100%
292,Lion's Heart,"$11,719,123",-,-,"$11,719,123",100%
293,The Lunchbox 2013 Re-release,"$11,621,581","$4,235,151",36.4%,"$7,386,430",63.6%
294,Fists of Legend,"$11,478,881","$134,213",1.2%,"$11,344,668",98.8%
295,Ida,"$11,156,836","$3,827,060",34.3%,"$7,329,776",65.7%
296,Bicycling with Molière,"$11,123,929","$59,874",0.5%,"$11,064,055",99.5%
297,Welcome Mr. President,"$11,115,274",-,-,"$11,115,274",100%
298,Chto tvoryat muzhchiny!,"$11,028,171",-,-,"$11,028,171",100%
299,The Butterfly's Dream,"$11,028,096",-,-,"$11,028,096",100%
300,Justin Bieber's Believe,"$10,980,157","$6,206,566",56.5%,"$4,773,591",43.5%
301,Fake Fiction,"$10,970,000",-,-,"$10,970,000",100%
302,One Chance,"$10,900,434","$101,196",0.9%,"$10,799,238",99.1%
303,Only God Forgives,"$10,635,126","$779,188",7.3%,"$9,855,938",92.7%
304,Precure All Stars New Stage 2,"$10,560,526",-,-,"$10,560,526",100%
305,Roco Kingdom: The Desire of Dragon,"$10,550,000",-,-,"$10,550,000",100%
306,Wetlands,"$10,501,000",-,-,"$10,501,000",100%
307,Mood Indigo,"$10,435,322","$303,187",2.9%,"$10,132,135",97.1%
308,My Paparotti,"$10,416,126",-,-,"$10,416,126",100%
309,Möbius,"$10,357,345",-,-,"$10,357,345",100%
310,Chennai Express,"$10,234,653","$5,307,960",51.9%,"$4,926,693",48.1%
311,Anohana: The Flower We Saw That Day,"$10,219,593",-,-,"$10,219,593",100%
312,Indovina chi viene a Natale?,"$10,181,248",-,-,"$10,181,248",100%
313,7th Floor,"$10,151,069",-,-,"$10,151,069",100%
314,Alan Partridge,"$9,979,601","$153,426",1.5%,"$9,826,175",98.5%
315,Vive la France,"$9,979,302",-,-,"$9,979,302",100%
316,The Complex,"$9,841,422",-,-,"$9,841,422",100%
317,Young & Beautiful,"$9,757,417","$61,067",0.6%,"$9,696,350",99.4%
318,Miracle Apples,"$9,737,264",-,-,"$9,737,264",100%
319,The Young and Prodigious T.S. Spivet,"$9,494,789","$173,564",1.8%,"$9,321,225",98.2%
320,Kamen Rider Movie War the Fateful Sengoku Battle: Kamen Rider vs. Kamen Rider Gaim & Wizard,"$9,446,183",-,-,"$9,446,183",100%
321,Peeples,"$9,307,166","$9,177,065",98.6%,"$130,101",1.4%
322,Jerusalem,"$9,279,456","$8,020,721",86.4%,"$1,258,735",13.6%
323,Saving Santa,"$9,278,821",-,-,"$9,278,821",100%
324,DokiDoki! PreCure,"$9,220,936",-,-,"$9,220,936",100%
325,Unfinished Song,"$9,166,865","$1,702,668",18.6%,"$7,464,197",81.4%
326,It Takes a Man and a Woman,"$9,141,744",-,-,"$9,141,744",100%
327,The Fifth Estate,"$9,058,564","$3,255,008",35.9%,"$5,803,556",64.1%
328,Frances Ha,"$9,058,065","$4,069,826",44.9%,"$4,988,239",55.1%
329,Monica Z,"$9,004,094",-,-,"$9,004,094",100%
330,Three Many Weddings,"$8,996,139",-,-,"$8,996,139",100%
331,We Are So Young,"$8,975,573",-,-,"$8,975,573",100%
332,Thesis on a Homicide,"$8,932,920",-,-,"$8,932,920",100%
333,Super Hero Taisen Z: Kamen Rider vs. Super Sentai vs. Space Sheriff,"$8,918,825",-,-,"$8,918,825",100%
334,Hannah Arendt,"$8,880,936","$717,205",8.1%,"$8,163,731",91.9%
335,Running Man,"$8,873,200",-,-,"$8,873,200",100%
336,Happy Little Submarine 3: Rainbow Treasure,"$8,830,000",-,-,"$8,830,000",100%
337,Soof,"$8,829,814",-,-,"$8,829,814",100%
338,Famous Five 2,"$8,813,759",-,-,"$8,813,759",100%
339,Sunshine on Leith,"$8,804,555",-,-,"$8,804,555",100%
340,Romantik Komedi 2: Bekarliga Veda,"$8,701,745",-,-,"$8,701,745",100%
341,Le Week-end,"$8,652,213","$2,225,098",25.7%,"$6,427,115",74.3%
342,Buddy,"$8,645,255",-,-,"$8,645,255",100%
343,Himmatwala,"$8,644,563","$270,880",3.1%,"$8,373,683",96.9%
344,The Little Ghost,"$8,589,894",-,-,"$8,589,894",100%
345,The Palace,"$8,570,000",-,-,"$8,570,000",100%
346,Under The Rainbow,"$8,569,178",-,-,"$8,569,178",100%
347,Phone Call to the Bar 2,"$8,451,562",-,-,"$8,451,562",100%
348,Sadako 2 3D,"$8,385,405",-,-,"$8,385,405",100%
349,Filth,"$8,377,987","$34,411",0.4%,"$8,343,576",99.6%
